brand,title,content,content_unit,cat_name,cat_id,item_id,mrp,cp
Rin,Advanced Powder,500,gm,Detergent Powder,745,1318835,37,38
Rin,Detergent Powder- Refresh Lemon & Rose,1,kg,Detergent Powder,745,1431007,74,76
Rin,Detergent Powder- Refresh Lemon & Rose,4,kg,Detergent Powder,745,92730,299,304
Rin,Detergent Powder,2,kg,Detergent Powder,745,1318836,152.5,156
Comfort,Fabric Conditioner After Wash- Green,800,ml,Extra Fabric Care,747,81264,169,170
Comfort,Fabric Conditioner Anti Bacterial Action,800,ml,Extra Fabric Care,747,809331,168.5,170
Comfort,Fabric Conditioner After Wash- Blue,200,ml,Extra Fabric Care,747,1317700,45,46
Comfort,Fabric Conditioner Lily Fresh,800,ml,Extra Fabric Care,747,809333,167,170
Comfort,Fabric Conditioner Lily Fresh,200,ml,Extra Fabric Care,747,809332,47,48
Comfort,Lily Fresh Fabric Conditioner After Wash( Pink),1.5,lt,Extra Fabric Care,747,809334,295.5,300
Ujala,Supreme Fabric Whitener,250,ml,Extra Fabric Care,747,1431016,58.5,60
Ujala,Supreme Fabric Whitener,75,ml,Extra Fabric Care,747,1319032,19.5,20
Robin,After Wash Powder Blue Dazzling Whiteness,50,gm,Extra Fabric Care,747,1318839,16.5,17
Robin,After Wash Powder Blue Dazzling Whiteness,100,gm,Extra Fabric Care,747,81099,31.5,32
Robin,After Wash Powder Blue Dazzling Whiteness,200,gm,Extra Fabric Care,747,1318838,46,47
Robin,Fabric Stain Remover Liquid Bleach( Pre- Wash),500,ml,Liquid Detergent,746,81207,57,58
Trishul,Phenyl White,5,Lt,Phenyls & Acids,762,81261,192,195
Trishul,Phenyl White,1,Lt,Phenyls & Acids,762,982383,48,49
Trishul,Phenyl Black,5,Lt,Phenyls & Acids,762,92164,363,369
Trishul,Phenyl Black,1,Lt,Phenyls & Acids,762,92158,93.5,95
Trishul,Phenyl Black,450,ml,Phenyls & Acids,762,82906,43.5,45
Robin,Dazzling Liquid Blue,150,ml,Liquid Detergent,746,1318841,29,30
Robin,Dazzling Liquid Blue,200,ml,Liquid Detergent,746,1318842,46,47
Robin,Dazzling Liquid Blue,100,ml,Liquid Detergent,746,1318840,25,26
Trishul,Naphthalene Balls,200,gm,Napthalene Balls,800,809619,66.5,68
Duracell,Alkaline Battery- A A A,2,Pcs,Batteries,890,89590,325,330
Ariel,Complete Matic Front & Top Load,500,gm,Detergent Powder,745,85026,115,117
Ariel,Complete Matic Front & Top Load,2,kg,Detergent Powder,745,1317503,455,465
Ariel,Complete Matic Front & Top Load,1,kg,Detergent Powder,745,1317502,225,230
Ariel,Complete Shine Colour & Style Detergent Powder,2,kg,Detergent Powder,745,1317505,351,359
Ariel,Complete Shine Colour & Style Detergent Powder,1,kg,Detergent Powder,745,1317504,181,185
Ariel,Complete Shine Colour & Style Detergent Powder,500,gm,Detergent Powder,745,1431006,93.5,96
Ariel,Complete24 Hours Fresh,500,gm,Detergent Powder,745,1317501,99.5,102
Ariel,Complete24 Hours Fresh,1,kg,Detergent Powder,745,92992,201.5,205
Ariel,Complete24 Hours Fresh,2,kg,Detergent Powder,745,1317500,390.5,399
Ariel,Complete Morning Breeze,3,kg,Detergent Powder,745,809307,442,449
Ariel,Complete Morning Breeze,2,kg,Detergent Powder,745,81038,352.5,359
Ariel,Complete Morning Breeze,500,gm,Detergent Powder,745,809308,81.5,83
Ariel,Complete Morning Breeze,1,kg,Detergent Powder,745,81037,175,185
Tide,Talcum Detergent Powder2x,2,kg,Detergent Powder,745,1276890,377,384
Tide,Talcum Detergent Powder,6,kg,Detergent Powder,745,1318976,556,568
Tide,Talcum Detergent Powder,1,kg,Detergent Powder,745,1318974,88,90
Tide,Talcum Detergent Powder,500,gm,Detergent Powder,745,92033,47,48
Tide,Talcum Detergent Powder,4,kg,Detergent Powder,745,1431011,373.5,382
Tide,Talcum Detergent Powder,2,kg,Detergent Powder,745,1318975,187.5,192
Tide,Plus Detergent Powder- Jasmine & Rose,6,kg,Detergent Powder,745,1318969,558,570
Tide,Plus Detergent Powder- Jasmine & Rose,1,kg,Detergent Powder,745,1318965,88,90
Tide,Plus Detergent Powder- Jasmine & Rose,500,gm,Detergent Powder,745,1318968,45,46
Tide,Plus Detergent Powder- Jasmine & Rose,4,kg,Detergent Powder,745,1318967,375.5,384
Tide,Plus Detergent Powder- Jasmine & Rose,2,kg,Detergent Powder,745,1318966,187.5,192
Tide,Plus Detergent Powder,1,kg,Detergent Powder,745,1318970,93.5,96
Tide,Plus Detergent Powder,2,kg,Detergent Powder,745,1318971,187.5,192
Tide,Plus Detergent Powder,6,kg,Detergent Powder,745,1431010,577.5,590
Tide,Plus Detergent Powder,500,gm,Detergent Powder,745,1431009,46.5,48
Tide,Plus Detergent Powder,4,kg,Detergent Powder,745,1318972,373.5,382
Tide,Detergent Bar,135,gm,Detergents,743,1099756,10,10
Tide,Detergent Bar,135,gm,Detergent Bar,744,1431003,10,10
Tide,Detergent Bar,1000,gm,Detergent Bar,744,1431004,67.5,69
Revive,Instant Starch,400,gm,Extra Fabric Care,747,91981,97.5,99
Revive,Liquid Stiffener,400,gm,Extra Fabric Care,747,81459,95,96
Revive,Liquid Stiffener,95,ml,Extra Fabric Care,747,81460,25.5,26
Revive,Liquid Stiffener,200,gm,Extra Fabric Care,747,200949,52.5,53
Gala,Iron Bull Scrub Pad Pcs,1,Pc,Utensil Scrubs,752,532197,77.5,79
Gala,Mark Small Brush,1,Pc,Cleaning Brushes,892,532199,54,55
Gala,Toilex Roundy,1,Pc,Cleaning Brushes,892,532200,196,199
Gala,Chandra Gold Plastic Broom,1,Pc,Brooms & Dust Pans,771,532198,44,45
Gala,Dust Pan,1,Pc,Brooms & Dust Pans,771,93371,59,60
Gala,Sponj Wipe18*15cm,5,Pcs,Brooms & Dust Pans,771,449277,166,169
Gala,Window Washer Window Cleaner Wipes,1,pc,Mops & Wipers,772,532196,97.5,99
Gala,Brustile Hard,1,Pc,Mops & Wipers,772,532201,77.5,79
Gala,Bathroom Wiper,1,Pc,Mops & Wipers,772,93367,136.5,139
Mr Muscle,Citrus Floor Cleaner,1,lt,Floor Cleaners,754,1318468,127,130
Mr Muscle,Floral Protection Floor Cleaner,1,lt,Floor Cleaners,754,98414,132.5,135
Mr Muscle,Cleaner- Kitchen,450,ml,Floor Cleaners,754,94237,89,90
Mr Muscle,Cleaner- Kitchen,500,ml,Floor Cleaners,754,1318470,83,85
Gala,Hexa Big- Plunger,1,Pc,Cleaning Brushes,892,532195,54,55
Domex,In-1 Phenolic Cleaner,500,ml,Toilet Cleaners,755,1317792,68.5,70
Domex,Toilet Expert- Original,500,ml,Toilet Cleaners,755,92119,66.5,68
Domex,Zero Stain Toilet Cleaner Blue,450,ml,Toilet Cleaners,755,1317795,68.5,70
Domex,Floor Cleaner,500,ml,Floor Cleaners,754,92117,70.5,72
Domex,Zero Stain Toilet Disinfectant- Lemon Power,450,ml,Toilet Cleaners,755,1317796,68.5,70
Domex,Zero Stain Toilet Disinfectant- Lemon Power,750,ml,Toilet Cleaners,755,809912,110,112
Mr Muscle,Cleaner- Glass & Household,500,ml,Glass Cleaners,759,1318469,70,72
Domex,Zero Stain Toilet Cleaner Pink,450,ml,Toilet Cleaners,755,809911,65.5,67
Harpic,Hygienic Toilet Rim Block- Lavender,1,Pc,Toilet Cleaners,755,1318100,50.5,52
Harpic,Hygienic Toilet Rim Block,26,gm,Toilet Cleaners,755,92312,51,52
Harpic,Hygienic Toilet Rim Block- Pine,1,Pc,Toilet Cleaners,755,1318101,50.5,52
Harpic,Toilet Cleaner- Fresh( Citrus),500,ml,Toilet Cleaners,755,1318102,70,72
Harpic,Toilet Cleaner- Fresh( Citrus),650,ml,Toilet Cleaners,755,90494,66.5,68
Harpic,Toilet Cleaner- Fresh( Pine),500,ml,Toilet Cleaners,755,1431166,70,72
Harpic,Flush Matic,1,Pc,Toilet Cleaners,755,1318099,50.5,52
Harpic,Toilet Cleaner- Flushmatic( Aquamarine),100,gm,Toilet Cleaners,755,982455,93.5,95
Harpic,Toilet Cleaner- Flushmatic( Aquamarine),50,gm,Toilet Cleaners,755,84994,51,52
Harpic,Toilet Cleaner- Plus Bleach,500,ml,Toilet Cleaners,755,1318103,70,72
Harpic,Toilet Cleaner- Power Plus( Original),1,lt,Toilet Cleaners,755,81196,136,139
Harpic,Toilet Cleaner- Power Plus( Original),500,ml,Toilet Cleaners,755,1431167,70,72
Harpic,Toilet Cleaner- Flushmatic( Pine),50,gm,Toilet Cleaners,755,92319,42,43
Harpic,Toilet Cleaner- Fresh( Lime),500,ml,Toilet Cleaners,755,1431165,70,72
Odomos,Mosquito Repellent Cream,100,gm,Repellent Gel & Cream,788,982398,82.5,84
Odomos,Naturals Lotion,120,ml,Repellent Gel & Cream,788,1318580,85,87
Odomos,Mosquito Repellent Gelwith Moisturiser100% Protection,80,gm,Repellent Gel & Cream,788,85039,69.5,70
Odomos,Repellent Gel,80,gm,Repellent Gel & Cream,788,692128,69.5,70
Good Knight,Advanced Mosquito Repellent Activ+ Cartridge Twin Saver Pack,1,Pc,Vaporizers,789,1318001,113.5,116
Good Knight,Advance Express System+1 Refill,1,Pc,Coils & Mats,787,809220,79.5,81
Good Knight,Shakti Machine+10 Silver Mats,1,Pkt,Coils & Mats,787,809221,35,36
Good Knight,Advance Colour Play+1 Refill,1,Pc,Coils & Mats,787,809219,70.5,72
Good Knight,Silver Power Mat,30,Mats,Coils & Mats,787,1318004,52.5,54
Good Knight,Maha Jumbo12 Hrs,10,Pcs,Coils & Mats,787,1318002,35,36
Good Knight,Advance Colour Play+1 Refill,1,pc,Vaporizers,789,521259,70.5,72
Cif,Surface Cleaner- Lemon,500,ml,Surface Cleaners,756,81255,95.5,98
Cif,Surface Cleaner- Lemon,250,ml,Surface Cleaners,756,81252,66.5,68
Cif,Surface Cleaner- Cream,500,ml,Surface Cleaners,756,81249,96.5,98
Cif,Surface Cleaner- Cream,250,ml,Surface Cleaners,756,81246,64.5,65
Colin,Cleaner- Glassand Household( Ultra Shine Formula),500,ml,Glass Cleaners,759,1431027,71.5,74
Colin,Cleaner- Glassand Household( Lemon Fragrance),500,ml,Glass Cleaners,759,1317699,70,72
Colin,Glass Cleaner- Lemon Fragrance(2x More Shinewith Shine Boosters),500,ml,Glass Cleaners,759,471897,70.5,72
Colin,Glass Cleaner Vinegar,500,ml,Glass Cleaners,759,81159,70.5,72
Colin,Power Cleaner,400,ml,Toilet Cleaners,755,82628,62.5,64
Godrej,Aer Spray Fresh Lush Green Home Fragrance Air Freshener,300,ml,Home Fresheners,883,82328,127.5,130
Godrej,Aer Spray Petal Crush Pink Air Freshener,300,ml,Home Fresheners,883,82341,127.5,130
Airwick,Air Freshener Spray- Lemon Garden,300,ml,Home Fresheners,883,1317467,127,130
Airwick,Air Freshener Sandal & Jasmine,300,ml,Home Fresheners,883,1317463,127,130
Airwick,Freshmatic Automatic Refill Spray- Lemon Garden,250,ml,Home Fresheners,883,1317469,243.5,249
Airwick,Freshmatic Automatic Refill Spray- Velvet Rose,250,ml,Home Fresheners,883,1317470,243.5,249
Airwick,Aroma Oil Diffuser Velvet Rose Electric Diffuser Air Freshener,18,ml,Home Fresheners,883,447472,136.5,139
Airwick,Aroma Oil Diffuser Sandal Harmony Electric Diffuser Air Freshener,18,ml,Home Fresheners,883,1099449,196,199
Airwick,Air Freshner Spray Lavender Dew,245,ml,Home Fresheners,883,1334090,124,130
Airwick,Freshmatic Mystic Sandal & Jasmine Automatic Air Freshener,250,ml,Home Fresheners,883,1317471,488.5,499
Airwick,Freshmatic Mystic Sandal & Jasmine Automatic Air Freshener,199,ml,Home Fresheners,883,809475,196,199
Airwick,Air Freshener Spray- Velvet Rose,300,ml,Home Fresheners,883,93881,128.5,130
Airwick,Air Freshener Spray- Aqua Floral,300,ml,Home Fresheners,883,1317465,127,130
Airwick,Air Freshener Spray- Aqua Floral,249,ml,Home Fresheners,883,1317464,127,130
Airwick,Air Freshener Spray- Lavender Dew,300,ml,Home Fresheners,883,1317466,127,130
Airwick,Air Freshener Refill- Lavender Dew,250,ml,Home Fresheners,883,84421,246.5,249
Ambipur,Air Effects- Blossoms & Breeze,275,ml,Home Fresheners,883,809476,246,250
Ambipur,Air Effects- Hawaiian Flower,275,ml,Home Fresheners,883,1317473,259,265
Ambipur,Air Effects- Lavender Vanilla & Comfort,275,ml,Home Fresheners,883,809478,246,250
Ambipur,Air Effects- Spring & Renewal,275,ml,Home Fresheners,883,92806,226.5,230
Ambipur,Air Effects- Sweet Citrusand Zest,275,ml,Home Fresheners,883,92816,226.5,230
Ambipur,Air Effects- Thai Dragon Fruit,275,ml,Home Fresheners,883,1317477,259,265
Ambipur,Aroma Therapy- Lavender,300,ml,Home Fresheners,883,809479,137.5,140
Airwick,Everfresh Gel Lemon Garden,50,gm,Freshening Gels & Blocks,886,1317468,53.5,55
Airwick,Everfresh Gel Velvet Rose,50,gm,Freshening Gels & Blocks,886,93821,63.5,65
Odonil,Lavender Meadows,75,gm,Freshening Gels & Blocks,886,1318582,52.5,54
Odonil,Lavender Meadows,50,gm,Freshening Gels & Blocks,886,1318581,37,38
Odonil,Air Freshener Jasmine Mist Block,75,gm,Freshening Gels & Blocks,886,89315,57,58
Odonil,Room Freshening Gel Jasmine,75,gm,Freshening Gels & Blocks,886,1318586,73,75
Odonil,Room Freshening Gel Rose,75,gm,Freshening Gels & Blocks,886,1318588,73,75
Odonil,Room Freshening Gel Lavender,75,gm,Freshening Gels & Blocks,886,809407,72,75
Ambipur,Car Air Freshener- Vanilla,1,Pc,Car Fresheners,885,1317479,259,265
Ambipur,After Tobacco Car Premium Clip Refill,7,ml,Car Fresheners,885,809202,172,175
Odonil,Nature Mystic Rose Air Freshener,100,gm,Home Fresheners,883,1318583,73,75
Odonil,Nature Mystic Rose Air Freshener,50,gm,Home Fresheners,883,1431049,39,40
Odonil,Nature Mystic Rose Air Freshener,75,gm,Home Fresheners,883,1318584,56.5,58
Odonil,Airfreshner Spray Lavender Breeze,75,ml,Home Fresheners,883,94105,56.5,58
Lizol,Disinfectant Cleaner- Bleach Power,500,ml,Surface Cleaners,756,1318335,62.5,64
Lizol,Disinfectant Surface Cleaner- Floral,500,ml,Surface Cleaners,756,588294,70.5,72
Lizol,Disinfectant Surface Cleaner- Jasmine,975,ml,Surface Cleaners,756,84195,120.5,123
Lizol,Disinfectant Surface Cleaner- Jasmine,500,ml,Surface Cleaners,756,471910,70.5,72
Lizol,Disinfectant Surface Cleaner- Jasmine,2,Lt,Surface Cleaners,756,1318342,240.5,246
Lizol,Disinfectant Surface Cleaner- Citrus,500,ml,Surface Cleaners,756,1318341,70,72
Lizol,Disinfectant Surface Cleaner- Citrus,2,ltr,Surface Cleaners,756,1318340,240.5,246
Lizol,Disinfectant Surface Cleaner- Lavender,500,ml,Surface Cleaners,756,1318345,68.5,70
Lizol,Disinfectant Surface Cleaner- Lavender,975,ml,Surface Cleaners,756,1318346,120,123
Lizol,Disinfectant Surface Cleaner- Lavender,2,Lt,Surface Cleaners,756,1318344,254.5,260
Lizol,Disinfectant Surface Cleaner- Pine,2,lt,Surface Cleaners,756,1318347,239.5,245
Lizol,Disinfectant Surface Cleaner- Pine,500,ml,Surface Cleaners,756,1318348,68.5,70
Lizol,Disinfectant Surface Cleaner- Pine,975,ml,Surface Cleaners,756,1318349,120,123
Lizol,Disinfectant Floor Cleaner- Citrus,500,ml,Floor Cleaners,754,1318337,70,72
Lizol,Disinfectant Floor Cleaner- Citrus,975,ml,Floor Cleaners,754,91841,128,130
Lizol,Disinfectant Floor Cleaner- Citrus,2,Lt,Floor Cleaners,754,1318336,264,270
Lizol,Disinfectant Floor Cleaner- Floral,975,ml,Floor Cleaners,754,982287,121,123
Lizol,Disinfectant Floor Cleaner- Floral,500,ml,Floor Cleaners,754,232877,70.5,72
Lizol,Disinfectant Floor Cleaner- Floral,2,Lt,Floor Cleaners,754,1318338,259,265
Lizol,Disinfectant Floor Cleaner Citrus,975,ml,Floor Cleaners,754,1431025,137,140
Cycle,Agarbatti- Bansuri,95,gm,Agarbathi,764,92617,49,50
Cycle,Heritage Agarbatti,110,gm,Agarbathi,764,89404,49,50
Cycle,Pure Lia Samtrupti Agarbatti,130,gm,Agarbathi,764,449253,49,50
Cycle,Pure Lia Rainbow Agarbatti,130,gm,Agarbathi,764,449256,49,50
Cycle,Lia Prime Rose Agarbatti,280,gm,Agarbathi,764,449249,98.5,100
Cycle,Lia Prime Rose Agarbatti,130,gm,Agarbathi,764,449252,49,50
Cycle,Lia Chandanam,130,gm,Agarbathi,764,449255,49,50
Cycle,Lia Jas,130,gm,Agarbathi,764,449251,49,50
Cycle,Lia Jas,280,gm,Agarbathi,764,449257,98.5,100
Cycle,Heritage Chandanam Agarbathies,35,gm,Agarbathi,764,449261,19.5,20
Cycle,Agarbatti Prestige,120,gm,Agarbathi,764,449245,49,50
Cycle,Agarbatti Eco,232,gm,Agarbathi,764,449246,98.5,100
Cycle,Agarbatti- Sandalum,40,gm,Agarbathi,764,449260,19.5,20
Cycle,Agarbatti,19,gm,Agarbathi,764,1430942,10,10
Cycle,Agarbatti,43,gm,Agarbathi,764,961488,19.5,20
Cycle,Agarbatti,72,gm,Agarbathi,764,91026,29.5,30
Cycle,Agarbatti,240,gm,Agarbathi,764,449247,98.5,100
Mangaldeep,Puja Dhoop,20,sticks,Dhoop Bathi,765,83135,14.5,15
Mangaldeep,Sandal Pooja Dhoop,20,sticks,Dhoop Bathi,765,83129,14.5,15
Mangaldeep,Rose Pooja Dhoop,20,sticks,Dhoop Bathi,765,83113,14.5,15
Mangaldeep,In1 Agarbatti,90,Pcs,Agarbathi,764,84161,58.5,60
Mangaldeep,Agarbatti-5in1,90,Pcs,Agarbathi,764,84165,58.5,60
Mangaldeep,Agarbatti-5in1,20,Pcs,Agarbathi,764,84173,14.5,15
Mangaldeep,Agarbatti-5in1,100,Pcs,Agarbathi,764,90596,59,60
Mangaldeep,Bouquet Agarbatti,15,Pcs,Agarbathi,764,96971,10,10
Mangaldeep,Puja Agarbatti- Fragranceof Temple( Gold Tradition),100,Pcs,Agarbathi,764,1044996,58.5,60
Mangaldeep,Puja Agarbatti- Fragranceof Temple( Silver Edition),80,Pcs,Agarbathi,764,96958,58.5,60
Mangaldeep,Puja Agarbatti- Fragranceof Temple( Silver Edition),18,Pcs,Agarbathi,764,83171,11.5,12
AllOut,Ultra Refil Pack45x,4,ml,Repellants,785,1077191,244.5,249
AllOut,Multi Insect Killer Lavender Scent,425,ml,Aerosol Spray,786,1029187,191,195
AllOut,Multi Insect Killer,425,ml,Aerosol Spray,786,85072,192,195
AllOut,Multi Insect Killer,600,ml,Aerosol Spray,786,1427572,225,230
AllOut,Multi Insect Killer,625,ml,Aerosol Spray,786,809951,252,255
AllOut,Flying Insectkiller,425,ml,Aerosol Spray,786,85065,192,195
AllOut,Flying Insectkiller,600,ml,Aerosol Spray,786,449236,196,199
AllOut,Flying Insectkiller,250,ml,Aerosol Spray,786,85069,83,84
AllOut,Allout Power Slider Refill,45,ml,Vaporizers,789,84486,67.5,69
AllOut,Off Family Insect Repellent Lotion,50,ml,Repellent Gel & Cream,788,92738,38,39
AllOut,Off Family Insect Repellent Lotion,100,ml,Repellent Gel & Cream,788,92720,70.5,72
AllOut,Ultra Liquid Electricwith Smart Chip- Liquid Mosquito Repellent( Machineand Refill Pack),45,ml,Vaporizers,789,92749,196,199
AllOut,Ultra Refil,45,ml,Vaporizers,789,1431179,67.5,69
Colin,Kitchen Cleaner,400,ml,Surface Cleaners,756,982445,73.5,75
Mortein,Power Guard Refill,45,N,Vaporizers,789,85038,62,63
Mortein,Mosquito Repellent- Power Gard(45nights),1,Pc,Vaporizers,789,1318453,70,72
Mortein,Power Guard Rat Kill Cake,100,gm,Rodent Control,790,1318456,39,40
Mortein,Powergard Mosquito Killer Spray,425,ml,Aerosol Spray,786,809158,172.5,175
Mortein,Powergard Mosquito Killer Spray,500,ml,Aerosol Spray,786,809159,244.5,249
Mortein,Mosquito Killer Spray,250,ml,Aerosol Spray,786,809157,82.5,84
Mortein,Mosquito Mats- Power Gard(12 H R Protection)20,20,Pcs,Coils & Mats,787,1318452,27,28
Mortein,Naturgard Low Smoke Coil,10,Pcs,Coils & Mats,787,1318455,31,32
Mortein,Power Gard Cockroach Killer,425,ml,Aerosol Spray,786,449215,172,175
Mortein,All Insect Killer- Power Gard( Pleasant Fragrance),225,ml,Aerosol Spray,786,449214,82.5,84
Mortein,All Insect Killer- Power Gard( Pleasant Fragrance),425,ml,Aerosol Spray,786,1318451,156.5,160
Hit,Red Kills Hidden Cockroaches,625,ml,Aerosol Spray,786,1318152,220,225
Hit,Red Kills Hidden Cockroaches,200,ml,Aerosol Spray,786,1318149,87,89
Hit,Red Kills Hidden Cockroaches,400,ml,Aerosol Spray,786,1318151,171,175
Hit,Red Kills Hidden Cockroaches,320,ml,Aerosol Spray,786,1318150,136,139
Hit,Black For Flies & Mosquito,625,ml,Aerosol Spray,786,1430941,234.5,240
Hit,Black For Flies & Mosquito,400,ml,Aerosol Spray,786,1318147,161.5,165
Hit,Black For Flies & Mosquito,200,ml,Aerosol Spray,786,1318145,87,89
Hit,Black For Flies & Mosquito,320,ml,Aerosol Spray,786,449211,136.5,139
Hit,Black For Flies & Mosquito,225,ml,Aerosol Spray,786,1318146,87,89
Mortein,Powergard Booster Coil12 Hrs,1,Pack,Coils & Mats,787,1318458,30,31
Mortein,Mosquito Repellent Coil- Deep Reach( Pleasant Fragrance),20,Pack,Coils & Mats,787,1318454,31,32
Hit,Kills Rats,25,gm,Rodent Control,790,1318148,11.5,12
Hit,Anti Roach Gel,20,gm,Repellent Gel & Cream,788,1318144,146.5,150
Ezee,Liquid Detergent,1,kg,Liquid Detergent,746,1341528,171,175
Ezee,Liquid Detergent,1,Lt,Liquid Detergent,746,81342,171.5,175
Ezee,Liquid Detergent,500,gm,Liquid Detergent,746,1431060,88,90
Ezee,Liquid Detergent,200,gm,Liquid Detergent,746,93259,41,42
Home Foil,Aluminium Foil,1,kg,Aluminium Foil & Cling Wrap,799,447729,523.5,540
Home Foil,Aluminium Foil,9,mtr,Aluminium Foil & Cling Wrap,799,447732,66.5,69
Home Foil,Food Wrapping Aluminium Foil,21,Mtr,Aluminium Foil & Cling Wrap,799,961489,130.5,135
Homelite,Match Box,1,Pc,Other Items,768,1318153,10,10
MDH,Havan Samagri,200,gm,Other Items,768,1318426,31,32
MDH,Havan Samagri,500,gm,Other Items,768,1318427,92,95
Active Wheel,Detergent Powder- Lemon & Orange,1,Kg,Detergent Powder,745,1317457,43,44
Active Wheel,Detergent Powder- Lemon & Jasmine,1,kg,Detergent Powder,745,1317456,45,46
Active Wheel,Green Detergent Bar,130,gm,Detergent Bar,744,97329,5,5
Active Wheel,Blue Detergent Bar,200,gm,Detergent Bar,744,809301,10,10
Active Wheel,Gold Detergent Powder,1.5,kg,Detergent Powder,745,809306,90,92
Sani Fresh,Toilet Cleaner- Shine2x,500,ml,Toilet Cleaners,755,1431168,111.5,114
Sani Fresh,Toilet Cleaner- Shine,1,Lt,Toilet Cleaners,755,809914,106,108
NutriWrap,Aluminium Foil,1,kg,Aluminium Foil & Cling Wrap,799,91116,467.5,475
NutriWrap,Aluminium Foil,30,Mtr,Aluminium Foil & Cling Wrap,799,449267,78.5,80
NutriWrap,Aluminium Foil,72,Mtr,Aluminium Foil & Cling Wrap,799,449268,384,390
NutriWrap,Aluminium Foil,9,Mtr,Aluminium Foil & Cling Wrap,799,449269,67.5,69
Wipro,Safewash- Liquid Detergent,1,kg,Liquid Detergent,746,1427532,313,320
Wipro,Safewash- Liquid Detergent,500,ml,Liquid Detergent,746,81050,157.5,160
Fevicol,White Adhesive,22.5,gm,Adhesives,891,1334270,10,10
Fevicol,White Adhesive,100,gm,Adhesives,891,1334271,38,40
Fevicol,White Adhesive,50,gm,Adhesives,891,1334272,19,20
Maxo,Liquid,45,ml,Vaporizers,789,1318401,57.5,59
Fevi Stick,Super Glue Stick,8,gm,Adhesives,891,1334263,19,20
Fevi Stick,Super Glue Stick,15,gm,Adhesives,891,1317888,34,35
Fevi kwik,Adhesive,15,gm,Adhesives,891,91057,24.5,25
Fevi kwik,Adhesive,2,gm,Adhesives,891,692108,14.5,15
Baygon,All Insect Killer,500,ml,Repellent Gel & Cream,788,91909,146.5,149
Worldone,Craft Glue,50,gm,Adhesives,891,1334698,19,20
Worldone,Craft Glue,100,gm,Adhesives,891,1334696,28.5,30
Worldone,Craft Glue,25,gm,Adhesives,891,1334697,10,10
Worldone,Pure & Strong White Adhesive,200,gm,Adhesives,891,1334705,52.5,55
GD,Roli,1,pc,Other Items,768,185196,5,5
GD,Loban,50,gm,Other Items,768,185194,19.5,20
GD,Camphor,500,gm,Other Items,768,185179,420,450
GD,Dishmatic Salt,1,kg,Powdered Dishwashers,751,185189,104,105
GD,Dishmatic Detergent,1,kg,Powdered Dishwashers,751,185186,288,290
GD,Dishmatic Liquid,200,ml,Liquid Dishwashers,750,185188,109,110
Mysore ,Sandal Agarbatti,125,gm,Agarbathi,764,532185,68.5,70
Mysore ,Sandal Premium Agarbathies,20,Sticks,Agarbathi,764,470252,14.5,15
GD,Cleaning Duster,1,Pc,Cleaning Brushes,892,447620,24.5,25
Clean Wrap,Cling Film,100,Mtr,Aluminium Foil & Cling Wrap,799,449266,177,180
Clean Wrap,Cling Film,30,Mtr,Aluminium Foil & Cling Wrap,799,449265,62,63
Star,Clean Ninja Gloves13x,25,cm,Brooms & Dust Pans,771,449278,294.5,299
Pidilite,Flex Kwick Fast Setting,20,gm,Adhesives,891,1334547,47.5,50
Pidilite,Fevibond Synthetic Rubber Based Adhesive,40,ml,Adhesives,891,1334541,23.5,25
M E,Aluminium Foil,72,mtr,Aluminium Foil & Cling Wrap,799,532192,453,460
Ever Fresh,Food Wrapping Aluminium Foil,1,kg,Aluminium Foil & Cling Wrap,799,532193,443,450
Clair,Cloth Washing Brush,1,Pc,Cleaning Brushes,892,532205,77.5,79
Clair,Everyday Cleaner,1,Pc,Mops & Wipers,772,532203,87.5,89
Germi Zap,Floor Cleaner,500,ml,Floor Cleaners,754,1427522,59,60
Britannia,Fruit Cake,160,gm,Cakes,805,81427,29,30
Britannia,Fruit Cake,95,gm,Cakes,805,97051,19.5,20
Britannia,Cakes- Choco,60,gm,Cakes,805,1430962,14.5,15
Britannia,Cake- Choco Chill,150,gm,Cakes,805,447524,29,30
Britannia,Cake Nut & Raisin Romance,160,gm,Cakes,805,92676,49,50
Britannia,Cake Nut & Raisin Romance,65,gm,Cakes,805,809199,19.5,20
Britannia,Veg Cake,75,gm,Cakes,805,982224,19.5,20
Britannia,Fruit Fun,65,gm,Cakes,805,447483,14.5,15
Britannia,Cake Fruity Fun,150,gm,Cakes,805,449290,29.5,30
Britannia,Cakes- Orange,65,gm,Cakes,805,961492,14.5,15
Britannia,Cakes- Pineapple,65,gm,Cakes,805,1430963,14.5,15
English Oven,Atta Bread,400,gm,Breads,803,1317843,21.5,22
English Oven,Brown Bread,400,gm,Breads,803,1317844,24.5,25
English Oven,Kulcha Bread,200,gm,Breads,803,1317845,21.5,22
Harvest Gold,White Bread,700,gm,Breads,803,1318109,29.5,30
Harvest Gold,White Bread,350,gm,Breads,803,1318108,14.5,15
Harvest Gold,Hearty Brown,380,gm,Breads,803,1318106,24.5,25
Harvest Gold,Sandwich Bread,500,gm,Breads,803,1318107,21.5,22
Nutralite,Butter,200,gm,Butter,809,1318574,59,60
Nutralite,Butter,500,gm,Butter,809,1318575,143,145
Nutralite,Butter,100,gm,Butter,809,1318573,31.5,32
Murginns,Butter Garlic & Herbs,125,gm,Butter,809,449289,123,125
