brand,title,content,content_unit,cat_name,cat_id,item_id,mrp,cp
Sundrop,Super Lite Advanced,2,Lt,Sunflower Oils,644,98406,379,386
Sundrop,Super Lite Advanced,5,Lt,Sunflower Oils,644,98411,896.5,913
Sundrop,Superlite Advanced Refined Sunflower Oil,1,Lt,Sunflower Oils,644,1427518,186,190
Hello,Organic Sunflower Oil,500,ml,Sunflower Oils,644,532685,187,190
Hello,Organic Mustard Oil,500,ml,Mustard Oils,645,532681,128,130
Hello,Organic Mustard Oil,1,Ltr,Mustard Oils,645,532680,251,255
24 Mantra,Organic Mustard Oil,1,ltr,Mustard Oils,645,532593,246,250
Patanjali,Mustard Oil,1,ltr,Mustard Oils,645,93886,145.5,148
Sampoorna,Organic Mustard Oil,1,ltr,Mustard Oils,645,499270,246,250
Nature Fresh,Purita Kachi Ghani Pure Mustard Oil,1,Lt,Mustard Oils,645,1045858,130,137
Nature Fresh,Purita Kachi Ghani Pure Mustard Oil,5,Lt,Mustard Oils,645,1431073,670.5,685
Nature Fresh,Mustard Oil,1,Ltr,Mustard Oils,645,1084352,134.5,137
Nature Fresh,Mustard Oil,5,Ltr,Mustard Oils,645,1084353,672.5,685
Nature Fresh,Purita Kachi Ghani Pure Mustard Oil,1,Lt,Mustard Oils,645,81584,167.5,171
Nature Fresh,Purita Kachi Ghani Pure Mustard Oil,5,Lt,Mustard Oils,645,81585,674.5,685
Nature Fresh,Purita Kachi Ghani Pure Mustard Oil,500,ml,Mustard Oils,645,1045860,66.5,70
P-Mark,Kachi Ghani Mustard Oil,1,ltr,Mustard Oils,645,1431075,146.5,150
P-Mark,Kachi Ghani Mustard Oil,500,gm,Mustard Oils,645,809600,69,70
Fortune,Kachi Ghani Pure Mustard Oil,500,ml,Mustard Oils,645,93937,82.5,84
Fortune,Kachi Ghani Pure Mustard Oil,5,Lt,Mustard Oils,645,81353,845.5,880
Fortune,Kachi Ghani Pure Mustard Oil,1,Lt,Mustard Oils,645,93300,173,176
Fortune,Kachi Ghani Pure Mustard Oil,1,Lt,Mustard Oils,645,1045865,157.5,176
Fortune,Kachi Ghani Pure Mustard Oil,5,Lt,Mustard Oils,645,1045852,748.5,760
Fortune,Kachi Ghani Pure Mustard Oil,500,ml,Mustard Oils,645,1431071,82,84
Organic,Mustard Oil,1,Ltr,Mustard Oils,645,532576,246,250
Fortune,Refined Rice Bran Health Oil,5,lt,Refined Oils,646,1095469,625,650
Fortune,Refined Rice Bran Health Oil4x,1,lt,Refined Oils,646,1276892,442,460
Fortune,Refined Rice Bran Health Oil,1,lt,Refined Oils,646,1431110,112.5,115
Fortune,Refined Rice Bran Health Oil,1,Lt,Refined Oils,646,81356,113.5,115
Sundrop,Heart Refined Vegetable Oil,1,lt,Refined Oils,646,93789,193.5,195
Sundrop,Heart Refined Vegetable Oil,5,Lt,Refined Oils,646,93431,973,988
Sundrop,Heart Refined Vegetable Oil,2,lt,Refined Oils,646,93793,388.5,396
Sundrop,Heart Refined Vegetable Oil,1,Lt,Refined Oils,646,680490,184,190
Sundrop,Healthy World,1,lt,Refined Oils,646,448959,108,110
Saffola,Gold Refined Oil,1,Lt,Refined Oils,646,1431111,146.5,150
Saffola,Gold Refined Oil,5,Lt,Refined Oils,646,1318849,734,750
Saffola,Gold Refined Oil,2,Lt,Refined Oils,646,1318850,293.5,300
Saffola,Tasty Refined Oil,2,lt,Refined Oils,646,81940,364,370
Saffola,Active Refined Oil,1,Lt,Refined Oils,646,1318843,127,130
Saffola,Active Refined Oil,5,Lt,Refined Oils,646,1318844,592,605
Saffola,Total Refined Oil,5,Lt,Refined Oils,646,982397,911,925
Saffola,Total Refined Oil,1,Lt,Refined Oils,646,680501,183,185
Saffola,Total Refined Oil,2,Lt,Refined Oils,646,680499,364,370
Sundrop,Gold Lite Oil,5,Lt,Refined Oils,646,680506,645,663
Sundrop,Goldlite Vegetable Oil,1,Lt,Refined Oils,646,680491,128.5,130
Borges,Imported Refined Canola Oil,1,Ltr,Refined Oils,646,733759,491,500
24 Mantra,Chilli Powder,200,gm,Powdered Spices,651,532170,74,75
24 Mantra,Chilli Powder,100,gm,Powdered Spices,651,532171,38.5,39
24 Mantra,Haldi Powder,100,gm,Powdered Spices,651,532172,34.5,35
Roopak,Shikanji Nimboo Pani Masala,200,gm,Powdered Spices,651,93230,88.5,90
Roopak,Rajma Masala,100,gm,Powdered Spices,651,89711,98.5,100
Roopak,Dal Tadkamasala,100,gm,Powdered Spices,651,89699,98.5,100
Roopak,Dhania Powder,200,gm,Powdered Spices,651,89700,78.5,80
Roopak,Chat Masala,100,gm,Powdered Spices,651,89702,98.5,100
Roopak,Paneer Tikkamasala,100,gm,Powdered Spices,651,89705,98.5,100
Roopak,Punjabi Kadi Masala,100,gm,Powdered Spices,651,89708,98.5,100
Easy Life,Garlic Powder,60,gm,Powdered Spices,651,809716,64,65
GD,Haldi,100,gm,Powdered Spices,651,447627,19.5,20
GD,Ajino Moto,500,gm,Powdered Spices,651,185175,114,120
GD,Ajino Moto,100,gm,Powdered Spices,651,185174,27,28
MTR,Powder- Puliogare,200,gm,Powdered Spices,651,1318493,60,62
MDH,Deggi Mirch Powder,100,gm,Powdered Spices,651,1318425,46.5,48
MDH,Hing,10,gm,Powdered Spices,651,1318429,63.5,65
MDH,Black Pepper Powder,50,gm,Powdered Spices,651,1318421,100,103
MDH,Black Pepper Powder,100,gm,Powdered Spices,651,1318420,190.5,196
MDH,Jeera Powder,100,gm,Powdered Spices,651,1431103,63.5,65
MDH,Masala- Garam,100,gm,Powdered Spices,651,82132,69.5,72
MDH,Masala- Garam,10,gm,Powdered Spices,651,1318430,8,8
MDH,Masala- Garam,50,gm,Powdered Spices,651,1281396,70.5,72
MDH,Heeng Compounded,10,gm,Powdered Spices,651,1318428,58,60
MDH,Super Hing Compounded,10,gm,Powdered Spices,651,1318441,58,60
Ramdev,Hing,100,gm,Powdered Spices,651,1318819,156.5,160
Ramdev,Hing,50,gm,Powdered Spices,651,1431106,83,85
Everest,Royal Garam Masala,100,gm,Powdered Spices,651,1317875,68,70
Everest,Kashmiri Lal Mirch,100,gm,Powdered Spices,651,1317861,45.5,47
Everest,Masala- Garam,100,gm,Powdered Spices,651,1317863,70,72
Everest,Masala- Garam,50,gm,Powdered Spices,651,92046,66.5,68
Everest,Tea Masala,50,gm,Powdered Spices,651,1317878,39,40
Everest,Black Pepper Powder,50,gm,Powdered Spices,651,1317857,87.5,90
Everest,Black Pepper Powder,100,gm,Powdered Spices,651,1317856,170.5,175
Everest,Powder- Hing Asafoetida,50,gm,Powdered Spices,651,1317854,63,65
Everest,Powder- Hing Asafoetida,100,gm,Powdered Spices,651,1317869,117,120
Everest,Corriander Powder,100,gm,Powdered Spices,651,1431101,33,34
Everest,Corriander Powder,200,gm,Powdered Spices,651,1317858,62,64
Everest,Jeera Powder,100,gm,Powdered Spices,651,1317859,46,47
Everest,Jeera Powder,50,gm,Powdered Spices,651,1317860,23,24
Everest,Dry Ginger Powder,100,gm,Powdered Spices,651,1317850,63,65
Everest,Dry Mango Powder,100,gm,Powdered Spices,651,1317851,64,66
Everest,Powder- Kutilal Red Chilli,100,gm,Powdered Spices,651,1317855,31,32
Everest,Powder- Tikhalal Chilli,200,gm,Powdered Spices,651,91052,51,52
Everest,Powder- Tikhalal Chilli,100,gm,Powdered Spices,651,1317870,25,26
Everest,Powder- Turmeric,100,gm,Powdered Spices,651,1317871,25,26
Everest,Powder- Turmeric,500,gm,Powdered Spices,651,1317873,102,105
Everest,Powder- Turmeric,200,gm,Powdered Spices,651,1317872,50.5,52
MDH,Powder- Haldi,100,gm,Powdered Spices,651,1318417,26,27
MDH,Powder- Dhania,100,gm,Powdered Spices,651,1431104,32,33
MDH,Powder- Kashmiri Chilli,100,gm,Powdered Spices,651,1318418,46.5,48
MDH,Powder- Lal Mirch,100,gm,Powdered Spices,651,1431105,34,35
MDH,Powder- Lal Mirch,200,gm,Powdered Spices,651,1318438,57,59
MDH,Powder- Amchoor,100,gm,Powdered Spices,651,1318416,66.5,68
Catch,Powder- Black Pepper,50,gm,Powdered Spices,651,81996,94.5,97
Catch,Powder- Black Pepper,100,gm,Powdered Spices,651,1317613,184.5,190
Catch,Amchoor Powder,100,gm,Powdered Spices,651,1317592,64.5,66
Catch,Haldi Powder,400,gm,Powdered Spices,651,809707,102.5,105
Catch,Haldi Powder,100,gm,Powdered Spices,651,81068,25,26
Catch,Haldi Powder,500,gm,Powdered Spices,651,809708,112.5,115
Catch,Haldi Powder,200,gm,Powdered Spices,651,809706,46.5,48
Catch,Powder- Red Chilli,200,gm,Powdered Spices,651,809714,53.5,56
Catch,Powder- Red Chilli,100,gm,Powdered Spices,651,809713,27.5,29
Catch,Powder- Red Chilli,400,gm,Powdered Spices,651,716503,122,125
Catch,Powder- Kashmiri Mirch,100,gm,Powdered Spices,651,1317591,50.5,52
Catch,White Pepper Powder,100,gm,Powdered Spices,651,1317627,282,290
Catch,Dry Ginger Powder,100,gm,Powdered Spices,651,1317597,77.5,80
Catch,Masala- Garam,100,gm,Powdered Spices,651,982386,70.5,72
Catch,Powder- Coriander,100,gm,Powdered Spices,651,1317615,33,34
Catch,Powder- Coriander,200,gm,Powdered Spices,651,91776,64,65
Catch,Powder- Coriander,500,gm,Powdered Spices,651,1317617,150.5,155
Catch,Powder- Coriander,400,gm,Powdered Spices,651,809712,146.5,150
Catch,Hing,100,gm,Powdered Spices,651,809709,156.5,160
Catch,Hing,50,gm,Powdered Spices,651,82036,83,85
Catch,Hing,25,gm,Powdered Spices,651,82040,48.5,50
Catch,Mirch Kuti,100,gm,Powdered Spices,651,1317611,27,28
Catch,Mirch Kuti,200,gm,Powdered Spices,651,1317612,52.5,54
Catch,Saunf Powder,100,gm,Powdered Spices,651,1317624,34,35
Catch,Dry Mango Powder,100,gm,Powdered Spices,651,1317598,64,66
Catch,Jal Jeera,100,gm,Powdered Spices,651,809710,45,47
Catch,Kasuri Methi Whole,25,gm,Powdered Spices,651,82062,24.5,25
Catch,Kasuri Methi Whole,50,gm,Powdered Spices,651,82052,46,47
Parampara,Sambhar Mix,20,gm,Ready Masalas,653,1059859,19.5,20
Parampara,Expert Masala Mix- Tawa Pulao,20,gm,Ready Masalas,653,1059860,19.5,20
Parampara,Omlette Masala,30,gm,Ready Masalas,653,1059861,29.5,30
BTW,Rajma Masala,100,gm,Ready Masalas,653,1125520,98.5,100
BTW,Lassi Masala,200,gm,Ready Masalas,653,1125345,98.5,100
BTW,Dal Tadka Masala,100,gm,Ready Masalas,653,1125532,98.5,100
BTW,Kadai Chicken Masala,100,gm,Ready Masalas,653,1125086,118,120
BTW,Kadai Paneer Masala,100,gm,Ready Masalas,653,1125088,118,120
24 Mantra,Organic Chilli Powder,100,gm,Ready Masalas,653,532580,44,45
24 Mantra,Organic Coriander Powder,100,gm,Ready Masalas,653,532581,39,40
24 Mantra,Organic Cumin Powder,100,gm,Ready Masalas,653,532532,57,58
24 Mantra,Organic Turmeric Powder,100,gm,Ready Masalas,653,532627,34,35
24 Mantra,Organic Jaggery Powder,500,gm,Ready Masalas,653,1125339,59,60
MDH,Sambhar Masala,100,gm,Ready Masalas,653,1318439,56.5,58
MDH,Shahi Paneer Masala,100,gm,Ready Masalas,653,1318440,73.5,76
MDH,Dal Makhani Masala,100,gm,Ready Masalas,653,1318424,54,56
Everest,Meat Masala,100,gm,Ready Masalas,653,1317868,58.5,60
MDH,Masala- Chicken,100,gm,Ready Masalas,653,1318414,56.5,58
MDH,Masala- Chana,100,gm,Ready Masalas,653,1431108,54.5,56
MDH,Masala- Kitchen King,100,gm,Ready Masalas,653,1318415,61.5,63
MDH,Masala- Pav Bhaji,100,gm,Ready Masalas,653,1318432,56.5,58
MDH,Masala- Tandoori Chicken,100,gm,Ready Masalas,653,1318433,59,61
MDH,Powder- Curry,100,gm,Ready Masalas,653,1318437,53.5,55
Everest,Masala- Shahi Biryani,50,gm,Ready Masalas,653,809732,49,50
Everest,Masala- Chicken,100,gm,Ready Masalas,653,1058701,63,64
Everest,Masala- Kitchen King,100,gm,Ready Masalas,653,1317864,58.5,60
Everest,Masala- Pani Puri,50,gm,Ready Masalas,653,1317853,27,28
Everest,Masala- Pav Bhaji,100,gm,Ready Masalas,653,1317865,56.5,58
Everest,Masala- Sabji,100,gm,Ready Masalas,653,1317866,42.5,44
Everest,Masala- Sambhar,100,gm,Ready Masalas,653,1317867,52.5,54
Everest,Masala- Chhole,100,gm,Ready Masalas,653,1317852,48.5,50
Everest,Masala- Chaat,100,gm,Ready Masalas,653,1431107,52.5,54
Everest,Rajma Masala,100,gm,Ready Masalas,653,1317874,54.5,56
Everest,Sabji Masala,100,gm,Ready Masalas,653,1317876,42.5,44
Everest,Shahi Paneer Masala,100,gm,Ready Masalas,653,1317877,63,65
MDH,Chunky Chat,100,gm,Ready Masalas,653,1318422,56.5,58
MDH,T- Plus Masala,25,gm,Ready Masalas,653,809738,44,45
MDH,Jal Jeera Masala,100,gm,Ready Masalas,653,113960,48.5,50
MDH,Meat Ka Masala,100,gm,Ready Masalas,653,81078,65.5,68
MDH,Meat Ka Masala,50,gm,Ready Masalas,653,809737,37,38
MDH,Dahivada Raita Masala,100,gm,Ready Masalas,653,93023,41,42
MDH,Biryani Masala,50,gm,Ready Masalas,653,1318419,75.5,78
Ching's,Veg Manchurian Miracle Masala,60,gm,Ready Masalas,653,1317650,29,30
Ching's,Paneer Chilli Miracle Masala,11,gm,Ready Masalas,653,1317639,10,10
Ching's,Paneer Chilli Miracle Masala,66,gm,Ready Masalas,653,90855,29.5,30
Ching's,Schezwan Fried Rice Miracle Masala,20,gm,Ready Masalas,653,1317645,10,10
Ching's,Schezwan Fried Rice Miracle Masala,60,gm,Ready Masalas,653,1317646,29,30
Maggi,Bhuna Masala Korma,65,gm,Ready Masalas,653,1318385,29,30
Maggi,Bhuna Masala Makhani,65,gm,Ready Masalas,653,1318386,29,30
Ching's,Chilli Chicken Miracle Masala,60,gm,Ready Masalas,653,1317631,29,30
Ching's,Chilli Chicken Miracle Masala,10,gm,Ready Masalas,653,1317630,10,10
Ching's,Hakka Noodles Chowmein Miracle Masala,12,gm,Ready Masalas,653,1317634,10,10
MTR,Sambar Masala Powder,200,gm,Ready Masalas,653,1318502,79.5,82
MTR,Masala Idli Mix,500,gm,Ready Masalas,653,1318485,87.5,90
MTR,Mix- Sambhar,200,gm,Ready Masalas,653,85006,56.5,58
MTR,Rasam Powder,200,gm,Ready Masalas,653,1318495,70,72
Catch,Kitchen King Masala,100,gm,Ready Masalas,653,1317603,61.5,63
Catch,Raita Masala,100,gm,Ready Masalas,653,1317621,46.5,48
Catch,Rajma Masala,100,gm,Ready Masalas,653,1317622,53.5,55
Catch,Sabzi Masala,100,gm,Ready Masalas,653,1317623,42.5,44
Catch,Shahi Paneer Masala,100,gm,Ready Masalas,653,1317625,70,72
Catch,Chicken Masala,100,gm,Ready Masalas,653,1317595,56,58
Catch,Dal Makhani Masala,100,gm,Ready Masalas,653,1317596,54,56
Catch,Masala- Fish,100,gm,Ready Masalas,653,82032,34,35
Catch,Masala- Chatpata Chat,100,gm,Ready Masalas,653,1317605,44,45
Catch,Masala- Chhole,100,gm,Ready Masalas,653,1317606,52.5,54
Catch,Masala- Magic Chat,100,gm,Ready Masalas,653,1317608,50.5,52
Catch,Masala- Pav Bhaji,100,gm,Ready Masalas,653,1317610,52.5,54
Catch,Masala- Meat,100,gm,Ready Masalas,653,1317609,61,63
Catch,Masala- Sambhar,100,gm,Ready Masalas,653,81088,56,57
Catch,Masala- Chana,100,gm,Ready Masalas,653,1317604,54,56
Catch,Biryani Masala,50,gm,Ready Masalas,653,1317593,73.5,76
Dabur,Hommade Paste- Tamarind,200,gm,Ready Masalas,653,809730,31,32
Catch,Kasuri Methi Whole,25,gm,Whole (Sabut) Spices,652,1317602,24,25
Everest,Kasuri Methi,25,gm,Whole (Sabut) Spices,652,1317862,24,25
Everest,Kasuri Methi,100,gm,Whole (Sabut) Spices,652,89606,24.5,25
MDH,Peacock Kasoori Methi,50,gm,Whole (Sabut) Spices,652,1318436,44.5,46
MDH,Peacock Kasoori Methi,25,gm,Whole (Sabut) Spices,652,81537,24,25
GD,Javitri,50,gm,Whole (Sabut) Spices,652,447630,98.5,100
GD,Elaichi,50,gm,Whole (Sabut) Spices,652,447624,139,140
GD,Alsi,250,gm,Whole (Sabut) Spices,652,521305,29.5,30
Chuk De,Panch Phoron,100,gm,Whole (Sabut) Spices,652,1059847,39,40
Chuk De,Moti Elaichi,50,gm,Whole (Sabut) Spices,652,1059842,197,200
Chuk De,Laung,50,gm,Whole (Sabut) Spices,652,1059843,118,120
Chuk De,Jeera Sabut,100,gm,Whole (Sabut) Spices,652,1059848,44,45
Chuk De,Kalonji,100,gm,Whole (Sabut) Spices,652,1059849,59,60
Chuk De,Cassia Bark( Tej Patta),50,gm,Whole (Sabut) Spices,652,1059850,24.5,25
Chuk De,Dhania Sabut,100,gm,Whole (Sabut) Spices,652,1059851,39,40
Chuk De,Barik Sauf,100,gm,Whole (Sabut) Spices,652,1059853,44,45
Chuk De,Kali Sarso,100,gm,Whole (Sabut) Spices,652,1059855,19.5,20
BTW,Saunf Barik,100,gm,Whole (Sabut) Spices,652,1125562,29.5,30
BTW,Saunf Moti,100,gm,Whole (Sabut) Spices,652,1125563,34,35
BTW,Tejpatta,50,gm,Whole (Sabut) Spices,652,1125564,19.5,20
BTW,Sabut Rai,100,gm,Whole (Sabut) Spices,652,1125537,34,35
BTW,Ajinamoto,100,gm,Whole (Sabut) Spices,652,1125397,34,35
BTW,Ajwayan,100,gm,Whole (Sabut) Spices,652,1125402,29.5,30
BTW,Anardana Sabut,100,gm,Whole (Sabut) Spices,652,1125439,88.5,90
BTW,Kali Mirch Sabut,100,gm,Whole (Sabut) Spices,652,1125093,157.5,160
BTW,Kali Mirch Sabut,50,gm,Whole (Sabut) Spices,652,1125098,78.5,80
BTW,Kali Sarso,100,gm,Whole (Sabut) Spices,652,1125102,14.5,15
BTW,Kalonji,100,gm,Whole (Sabut) Spices,652,1125105,41,42
BTW,Badi Elaichi,50,gm,Whole (Sabut) Spices,652,1125460,137.5,140
BTW,Dalchini,50,gm,Whole (Sabut) Spices,652,1125536,21.5,22
BTW,Dhania Sabut,100,gm,Whole (Sabut) Spices,652,1125541,34,35
BTW,Dhania Sabut,200,gm,Whole (Sabut) Spices,652,1125543,59,60
BTW,Garam Masala Sabut,100,gm,Whole (Sabut) Spices,652,1125548,88.5,90
BTW,Garam Masala Sabut,250,gm,Whole (Sabut) Spices,652,1130407,211.5,215
BTW,Javitri,50,gm,Whole (Sabut) Spices,652,1125553,152.5,155
BTW,Jeera Sabut,200,gm,Whole (Sabut) Spices,652,1125554,64,65
BTW,Jeera Sabut,100,gm,Whole (Sabut) Spices,652,1125556,39,40
BTW,Panchpuran,100,gm,Whole (Sabut) Spices,652,1125434,39,40
BTW,Rai,100,gm,Whole (Sabut) Spices,652,1125456,29.5,30
Yacca,Panchpurna Whole Spices,100,gm,Whole (Sabut) Spices,652,448714,39,40
Nature Fresh,Acti Lite Refined Soyabean Oil,1,Lt,Soyabean Oils,643,1431144,107.5,110
Nature Fresh,Acti Lite Refined Soyabean Oil,5,lt,Soyabean Oils,643,81587,515.5,525
Fortune,Soya Health Refined Soyabean Oil,1,Lt,Soyabean Oils,643,84989,96,100
Fortune,Soya Health Refined Soyabean Oil,5,Lt,Soyabean Oils,643,84991,509,530
Fortune,Soya Health Plus,5,lt,Soyabean Oils,643,1317903,549,575
Fortune,Soya Oil,5,Lt,Soyabean Oils,643,1045862,509,530
Fortune,Soya Oil,1,ltr,Soyabean Oils,643,1045861,96,100
Fortune,Soyabean Oil,5,ltr,Soyabean Oils,643,1060111,538,560
24 Mantra,Kabuli Chana,500,gm,White Chana Sabut (Chholey),608,532177,94,95
GD,Sabudana,250,gm,Sabudana,630,511876,34.5,35
24 Mantra,Organic Seeds- Flax,200,gm,Organic Dry Fruits,638,532585,64,65
24 Mantra,Organic- Peanut,500,gm,Organic Dry Fruits,638,532595,108,110
Hello,Organic Groundnut Oil,500,ml,Groundnut Oils,647,532665,167,170
Ankur,Groundnut Oil,1,Lt,Groundnut Oils,647,809415,242,245
Fortune,Goldnut Refined Groundnut Oil,1,Lt,Groundnut Oils,647,81044,153.5,160
Dabur,Tomato Puree,200,gm,Cooking Paste,654,1099731,26.5,27
Dabur,Hommade Paste- Garlic,200,gm,Cooking Paste,654,92940,39,40
Dabur,Hommade Paste- Ginger,200,gm,Cooking Paste,654,92944,39,40
Dabur,Hommade Paste- Ginger Garlic,200,gm,Cooking Paste,654,1430979,42.5,44
Dabur,Hommade Paste- Tarmarind,200,gm,Cooking Paste,654,809251,31,32
Mother's Recipe,Ginger Paste,200,gm,Cooking Paste,654,982244,39,40
Mother's Recipe,Paste- Ginger & Garlic,200,gm,Cooking Paste,654,85093,39,40
Mother's Recipe,Garlic Paste,200,gm,Cooking Paste,654,1318460,39,40
Kissan,Tomato Puree,200,gm,Cooking Paste,654,809252,24.5,25
Knorr,Ready To Cook- Chinese Schezuan,49,gm,Cooking Paste,654,200926,44,45
Nilon's ,Ginger Garlic Paste,200,gm,Cooking Paste,654,89256,54,55
Smith & Jones,Ginger Garlic Paste,200,gm,Cooking Paste,654,449550,39,40
Pantai,Minced Garlic Paste,100,gm,Cooking Paste,654,449551,123,125
Shan,Ginger Paste,310,gm,Cooking Paste,654,449549,172,175
Druk,Tomato Puree,250,gm,Cooking Paste,654,449540,29.5,30
Smartcook,Tomato Puree,200,gm,Cooking Paste,654,449535,24.5,25
Fortune,Rice Bran Oil,1,lt,Other Oils,649,680495,110.5,115
Jivo,Canola Oil,5,Ltr,Other Oils,649,1318173,1216,1250
Ricela,Rice Bran Oil,1,Lt,Other Oils,649,93815,133.5,135
Ricela,Rice Bran Oil,5,Lt,Other Oils,649,93811,662.5,670
Hello,Organic Sesame Oil,500,ml,Other Oils,649,532684,196,199
Rizolo,Rice Bran Oil,1,Lt,Other Oils,649,680493,123.5,125
Rizolo,Rice Bran Oil,5,Lt,Other Oils,649,680509,644,650
Easy Life,Oregano,25,gm,International Spices,655,92318,83.5,85
Keya,Powder- Sri Lankan Cinnamon,25,gm,International Spices,655,90544,83.5,85
Keya,Seasoning- Italian,30,gm,International Spices,655,809491,97.5,99
Keya,Wonder- Hot Red Chilli Flakes,40,gm,International Spices,655,93095,78.5,80
Keya,Seasoning- Pasta,40,gm,International Spices,655,809492,97.5,99
Keya,Seasoning- Garlic Bread,50,gm,International Spices,655,809490,97.5,99
Keya,Seasoning- Garlic Bread,45,gm,International Spices,655,1101544,83.5,85
Delmonte,Vinegar- Natural,180,gm,Vinegar,657,1317759,34,35
Funfoods,Spicy Vinegar,190,ml,Vinegar,657,85089,43.5,45
Tops,Non- Fruit Vinegar,180,ml,Vinegar,657,92048,23.5,24
Tops,Non- Fruit Vinegar,610,ml,Vinegar,657,92049,37,38
Tops,White Vinegar,430,ml,Vinegar,657,85091,31,32
Tops,Vinegar Black,430,ml,Vinegar,657,85090,31,32
Tata,Salt- Iodised,1,Kg,Salt,659,1431115,17.5,18
Catch,Black Salt,200,gm,Salt,659,1317594,29,30
Catch,Table Sa Lt- Iodized,100,gm,Salt,659,93947,14.5,15
Tata,Salt- Iodised,1,kg,Salt,659,987388,17.5,18
Tata,Salt- Lite,1,kg,Salt,659,1318953,29,30
Catch,Sprinkler Chat Masala,100,gm,Salt,659,1317626,50.5,52
GD,Salt Black,200,gm,Salt,659,185199,11.5,12
GD,Salt Lahori( Sendha),200,gm,Salt,659,185187,10,10
BTW,Black Salt,200,gm,Salt,659,1125500,24.5,25
Madhur,Sugar,5,kg,Sugar,660,982441,241,245
24 Mantra,Bura Sugar,500,gm,Sugar,660,532166,64,65
Shagun,Sugar,1,Kg,Sugar,660,1318866,52.5,55
Shagun,Sugar,5,kg,Sugar,660,1318867,259,270
Dhampur,Sugar4x,1,kg,Sugar,660,1060110,219,224
Dhampur,Sugar6x,1,kg,Sugar,660,1100443,328,336
Dhampur,Sugar3x,1,kg,Sugar,660,1286129,162,165
Dhampur,Brown Sugar,1,kg,Sugar,660,1317790,54.5,65
Dhampur,Brown Sugar,500,gm,Sugar,660,94037,49,50
Dhampur,Sulphurless Sugar,1,Kg,Sugar,660,1431147,53.5,55
Dhampur,Sulphurless Sugar,5,Kg,Sugar,660,1431148,269,275
Mawana,Sugar,5,Kg,Sugar,660,1318400,264,275
Mawana,Sugar,1,Kg,Sugar,660,1318399,52.5,55
Mawana,Sugar5x,1,kg,Sugar,660,1276887,270,275
Sugarfree,Gold Low Calorie Sugar Substitute,500,sachets,Sugar Free,662,448718,236,240
Sugarfree,Natura Low Calorie Sugar Substitute,50,sachets,Sugar Free,662,448710,83.5,85
Sugarfree,Natura Low Calorie Sugar Substitute,25,Sachets,Sugar Free,662,93427,44,45
Sugarfree,Natura Low Calorie Sugar Substitute,100,Sachets,Sugar Free,662,93426,128,130
Sugarfree,Natura Zero Calorie Sugar Substitute,100,Pc,Sugar Free,662,1318885,63,65
Sugarfree,Natura Sweetener Tablets,500,Pc,Sugar Free,662,1318884,292.5,300
Sugarfree,Natura Diet Sugar,80,gm,Sugar Free,662,1318882,234,240
Sugarfree,Natura Sweet Drops,1,nos,Sugar Free,662,1318883,136.5,140
Sugarfree,Gold- Sweetener Tablets,300,Pc,Sugar Free,662,1318881,170.5,175
Sugarfree,Gold- Sweetener Tablets,100,Pc,Sugar Free,662,1318880,126.5,130
Sugarfree,Gold- Sweetener Tablets,25,Pcs,Sugar Free,662,97285,44,45
Sugarfree,Free Natura Pellets,100,Tabs,Sugar Free,662,1318879,63,65
Sampoorna,Organic Mustard Oil,1,Ltr,Oils & Ghee,640,449219,246,250
Jivo,Canola Omega-3 Rich Cooking Oil,1,Ltr,Oils & Ghee,640,1292933,679.5,690
Dhampur,Sugar Cubes,500,gm,Sugar Cubes,661,1317791,52.5,55
Daurala,Sugar Cubes,500,gm,Sugar Cubes,661,81152,52,53
GD,White Til,250,gm,Til,632,447679,59,60
24 Mantra,Jaggery Powder,500,gm,Jaggery (Gud),663,532176,64,65
GD,Misri,250,gm,Misri,665,447654,24.5,25
BTW,Misri,100,gm,Misri,665,1125367,19.5,20
GD,Boora,500,gm,Boora,664,447618,27.5,28
Nestle,Lactogen- Follow Up Formula( Stage2),400,gm,Instant Formula,678,1059870,265.5,270
Nestle,Lactogen- Follow Up Formula( Stage4),400,gm,Instant Formula,678,1318526,258,264
Nestle,Lactogen- Follow Up Formula( Stage4),500,gm,Instant Formula,678,94173,251,256
Nestle,Lactogen- Follow Up Formula( Stage4),450,gm,Instant Formula,678,200031,252,256
Nestle,Lactogen- Follow Up Formula( Stage3),400,gm,Instant Formula,678,1318525,257,263
Nestle,Lactogen- Follow Up Formula( Stage3),475,gm,Instant Formula,678,94168,258,263
Nestle,Lactogen- Follow Up Formula( Stage3),450,gm,Instant Formula,678,91107,259,263
Nestle,Nan Pro- Stage4,400,gm,Instant Formula,678,81978,467,480
Nestle,Lactogen- Infant Formula( Stage1),400,gm,Instant Formula,678,1318527,272.5,276
Nestle,Lactogen- Infant Formula( Stage1),450,gm,Instant Formula,678,809483,271,276
Nestle,Lactogen- Infant Formula( Stage1),500,gm,Instant Formula,678,94154,271,276
Nestle,Nan Pro- Stage1,400,gm,Instant Formula,678,1318529,504,515
Nestle,Nan Pro- Stage2,400,gm,Instant Formula,678,1318530,484.5,495
Nestle,Nan Pro- Stage3,400,gm,Instant Formula,678,1318531,474.5,485
Nestle,Lactogen- Follow Up Formula( Stage2),400,gm,Instant Formula,678,200032,265,270
Nestle,Lactogen- Follow Up Formula( Stage2),500,gm,Instant Formula,678,94161,265,270
